iter	Logloss
186	0.4663209663
187	0.4659069506
188	0.4654631128
189	0.4650397585
190	0.4646264504
191	0.4642731033
192	0.4638206196
193	0.4634513914
194	0.4630868471
195	0.4626997063
196	0.4623322307
197	0.4619255267
198	0.4615515426
199	0.4612152088
200	0.4608500036
201	0.4604775762
202	0.4599515743
203	0.4595678159
204	0.4592494396
205	0.4588965679
206	0.4585412055
207	0.4582462489
208	0.457706311
209	0.4572507727
210	0.4568390598
211	0.4565036934
212	0.4560833205
213	0.4557065853
214	0.4553464176
215	0.4549574178
216	0.4546129117
217	0.4541503966
218	0.4537575522
219	0.4533833271
220	0.4529979902
221	0.4525594431
222	0.4522330478
223	0.4518591938
224	0.4515274679
225	0.4511518653
226	0.4507649365
227	0.4503851067
228	0.4499918662
229	0.4495576144
230	0.4492339963
231	0.4489053877
232	0.4486033393
233	0.4482830812
234	0.4478474063
235	0.4474981587
236	0.4471160597
237	0.4467194129
238	0.4464149343
239	0.4461236981
240	0.4457478471
241	0.445393242
242	0.4451117979
243	0.4447303985
244	0.4444496138
245	0.4440777369
246	0.4437682792
247	0.443502016
248	0.443132488
249	0.4427486717
250	0.4424334241
251	0.4421088824
252	0.4418224678
253	0.4415372529
254	0.4412394827
255	0.4408393442
256	0.4404666276
257	0.4401220434
258	0.4397560655
259	0.4394124097
260	0.4390395826
261	0.4387428956
262	0.4383132017
263	0.4379694821
264	0.4375986794
265	0.4372237588
266	0.4368653482
267	0.4365070127
268	0.4361733674
269	0.4358398737
270	0.4354513505
271	0.4350544098
272	0.4347064376
273	0.4343190611
274	0.4340535425
275	0.433767851
276	0.4334671382
277	0.4331227395
278	0.4327663652
279	0.4324663786
280	0.432137637
281	0.4317593992
282	0.4314470108
283	0.4311198615
284	0.4307885144
285	0.4304177906
286	0.4300223976
287	0.429653788
288	0.4292426808
289	0.4289177139
290	0.4285352322
291	0.4281918662
292	0.4278267681
293	0.4275288049
294	0.427162785
295	0.4268450351
296	0.4265074953
297	0.4261362772
298	0.4257668576
299	0.4254154784
300	0.4250433808
301	0.4246021606
302	0.4242438105
303	0.4239280432
304	0.4235593805
305	0.4232048276
306	0.4228577493
307	0.4225158012
308	0.4221315137
309	0.4217418946
310	0.4213587277
311	0.4209526245
312	0.4205673214
313	0.420175778
314	0.4197901959
315	0.4193909795
316	0.4190713249
317	0.4186550282
318	0.418295838
319	0.4178819659
320	0.4175051722
321	0.4171195876
322	0.4167625446
323	0.4164210444
324	0.4160904763
325	0.4157457216
326	0.4154168203
327	0.415100092
328	0.414755601
329	0.4143858059
330	0.4140242956
331	0.4136554771
332	0.4133075432
333	0.4129253101
334	0.4125831278
335	0.4121602258
336	0.4118448044
337	0.4114586816
338	0.4110556272
339	0.4106774847
340	0.4103295893
341	0.4099149776
342	0.4095418094
343	0.4091543225
344	0.4087997835
345	0.4083730268
346	0.4079892095
347	0.4075950919
348	0.4072717369
349	0.4069599881
350	0.4065701688
351	0.4062084868
352	0.4058332053
353	0.4054484465
354	0.40506696
355	0.4047239944
356	0.4043162717
357	0.4039489302
358	0.4036129414
359	0.4032377377
360	0.4028738445
361	0.4024769372
362	0.4021117876
363	0.4017604718
364	0.4013701443
365	0.4009774262
366	0.4005800577
367	0.4002144822
368	0.3998724708
369	0.399512472
370	0.3992040606
371	0.398828528
372	0.3984634579
373	0.3981335251
374	0.3977559415
375	0.3974073661
376	0.3970218389
377	0.3966589069
378	0.3963187681
379	0.3959774384
380	0.3956339015
381	0.3952781663
382	0.394896997
383	0.3945345549
384	0.3941231403
385	0.3937656977
386	0.3934258728
387	0.3930660985
388	0.3927352692
389	0.3923334998
390	0.391980094
391	0.39169342
392	0.3913218563
393	0.3909534739
394	0.3906898408
395	0.3903547284
396	0.3900465265
397	0.3897091725
398	0.3893727347
399	0.3890912988
400	0.3887631197
401	0.388408856
402	0.3880575225
403	0.3876884435
404	0.387327537
405	0.3869841703
406	0.3866746052
407	0.3862970179
408	0.3859721586
409	0.385681341
410	0.385348156
411	0.3850489386
412	0.3847272005
413	0.3843819237
414	0.3840833
415	0.3837369505
416	0.3834039848
417	0.3830296678
418	0.382673162
419	0.3823492489
420	0.3820341802
421	0.381712625
422	0.3813584196
423	0.3810273575
424	0.3806826257
425	0.3803517842
426	0.3799868262
427	0.3796412785
428	0.3793679454
429	0.3790978543
430	0.3787686778
431	0.3784150726
432	0.3780856634
433	0.377767097
434	0.3774693454
435	0.3771167509
436	0.3767921708
437	0.3764571794
438	0.3761254561
439	0.3758091635
440	0.3754845482
441	0.3751773092
442	0.3748502664
443	0.3745336727
444	0.374232593
445	0.3739069899
446	0.3735565878
447	0.3732188457
448	0.3728738538
449	0.3725413081
450	0.3721943024
451	0.3719116921
452	0.3715919406
453	0.3712761235
454	0.3709738721
455	0.3706304224
456	0.3703069129
457	0.3699852892
458	0.3696509266
459	0.3693428106
460	0.3690537392
461	0.3687254634
462	0.3683944069
463	0.3680753156
464	0.3678169896
465	0.3674713063
466	0.3671558102
467	0.3668642553
468	0.3665839295
469	0.3662915704
470	0.3660369171
471	0.3657522215
472	0.3655040639
473	0.365187611
474	0.3648986332
475	0.3645608987
476	0.3642044492
477	0.3639304208
478	0.363630888
479	0.3633220208
480	0.3630160859
481	0.3627142013
482	0.3624237471
483	0.3621182975
484	0.3618906515
485	0.3615768087
486	0.3612688465
487	0.3609657399
488	0.3606766381
489	0.3603753431
490	0.3600779421
491	0.3597776833
492	0.3594687464
493	0.3591801658
494	0.3589004372
495	0.3585906455
496	0.3582899216
497	0.3579949221
498	0.3577352256
499	0.3574476383
500	0.3571989636
501	0.3569442086
502	0.3566357798
503	0.3563529003
504	0.3560319593
505	0.3557340282
506	0.3554714319
507	0.3552046136
508	0.3549035803
509	0.3545973191
510	0.3543279862
511	0.3540659577
512	0.3537724073
513	0.3534824635
514	0.3531959437
515	0.3529270052
516	0.352625003
517	0.3523154108
518	0.3520100229
519	0.3517591785
520	0.3514487734
521	0.3511761786
522	0.3509238634
523	0.3506337576
524	0.3503527023
525	0.3500762735
526	0.3497908312
527	0.3495342996
528	0.349256227
529	0.3489861013
530	0.3487024675
531	0.3484356475
532	0.3481149387
533	0.3478239393
534	0.3475356534
535	0.3472319953
536	0.3469218664
537	0.3466398488
538	0.3463595843
539	0.346082231
540	0.3458039142
541	0.345505942
542	0.3452560493
543	0.3449612991
544	0.3446699877
545	0.344390983
546	0.3441300937
547	0.3438818367
548	0.3436127882
549	0.3433511468
550	0.3430528849
551	0.3428374539
552	0.3425527443
553	0.3422863561
554	0.3420240666
555	0.3417374003
556	0.3414641809
557	0.3411640554
558	0.34088706
559	0.3406329696
560	0.3403270428
561	0.3400367522
562	0.3397314859
563	0.3394419399
564	0.3391463037
565	0.3388628687
566	0.3386131187
567	0.338405956
568	0.3381379149
569	0.3379248177
570	0.3375897167
571	0.3373023192
572	0.3370686646
573	0.3367814158
574	0.3364698303
575	0.3361853093
576	0.3359597061
577	0.3356720439
578	0.3353976739
579	0.335176738
580	0.3349243506
581	0.3346706171
582	0.3344265939
583	0.3341434654
584	0.3339072507
585	0.3336199091
586	0.3333542093
587	0.3330544798
588	0.3327656462
589	0.3324685166
590	0.3322469059
591	0.3319676833
592	0.3317130039
593	0.3314278995
594	0.3311846873
595	0.3309364355
596	0.330688637
597	0.3304300875
598	0.3302155915
599	0.3299642082
600	0.3296891734
601	0.3294248364
602	0.3291445666
603	0.3288746915
604	0.3286188433
605	0.3283626142
606	0.328094862
607	0.3278595632
608	0.3276389388
609	0.327405085
610	0.3271613679
611	0.3268971159
612	0.3266082264
613	0.3263576759
614	0.3260919189
615	0.32583975
616	0.3255714035
617	0.3253059802
618	0.3250801221
619	0.3248258908
620	0.3245429132
621	0.3242856723
622	0.3240762914
623	0.3238000763
624	0.3235626998
625	0.3232882069
626	0.3230545124
627	0.3227943711
628	0.3225325448
629	0.3222567461
630	0.3219976509
631	0.3217538054
632	0.3215422579
633	0.3212991785
634	0.3210419171
635	0.3207724489
636	0.3205084313
637	0.3202447342
638	0.3200580007
639	0.3197778843
640	0.3195355816
641	0.3192655386
642	0.319029576
643	0.3187600103
644	0.3185016616
645	0.318306067
646	0.3180413229
647	0.3178100915
648	0.3175795861
649	0.3172906605
650	0.3170473245
651	0.3168050982
652	0.3165616241
653	0.3163118016
654	0.3160815701
655	0.3158305213
656	0.3156132563
657	0.3153849996
658	0.3151262685
659	0.3148665892
660	0.3146451958
661	0.3144189806
662	0.3141397513
663	0.3139102475
664	0.3136563169
665	0.3134070517
666	0.3131472893
667	0.3129045313
668	0.3126669814
669	0.3123847394
670	0.3121408311
671	0.3119108845
672	0.3116963661
673	0.3114487498
674	0.3112130665
675	0.3109932627
676	0.3107638502
677	0.3105774905
678	0.3103550838
679	0.310151336
680	0.3098978651
681	0.3096710868
682	0.3094543917
683	0.3092679025
684	0.3090403869
685	0.3088059932
686	0.3085574148
687	0.3083057493
688	0.308074554
689	0.3078269629
690	0.3075593174
691	0.3073395683
692	0.3071157637
693	0.3068842383
694	0.3066471879
695	0.3064082141
696	0.3061831774
697	0.3059496657
698	0.3057016003
699	0.3054597714
700	0.3052510776
701	0.3050265656
702	0.3048208383
703	0.3045951267
704	0.3043772994
705	0.3041448346
706	0.3039788332
707	0.3037405178
708	0.3035336894
709	0.3033198666
710	0.3030916577
711	0.3028949419
712	0.3027047097
713	0.302469796
714	0.3022283313
715	0.3020008716
716	0.3017698608
717	0.3015219134
718	0.3012872374
719	0.301082521
720	0.3008421534
721	0.3006446923
722	0.3004237649
723	0.3001915885
724	0.2999738362
725	0.2997954185
726	0.2995680924
727	0.2993458419
728	0.2991010888
729	0.2988889643
730	0.2986314456
731	0.2984358758
732	0.2982000027
733	0.2979516144
734	0.2977771722
735	0.2975559105
736	0.2973144244
737	0.2970756505
738	0.2968643869
739	0.2966318167
740	0.2964129348
741	0.2961891407
742	0.2959496032
743	0.2957187098
744	0.2955094984
745	0.2952631506
746	0.2950502301
747	0.2948208997
748	0.2946121664
749	0.2944109681
750	0.2942085328
751	0.2939754517
752	0.2937649854
753	0.2935499392
754	0.2933271096
755	0.2930836815
756	0.2928745618
757	0.2926107984
758	0.2924267389
759	0.2922037227
760	0.291992587
761	0.2917588042
762	0.2915672782
763	0.2913475939
764	0.2911754178
765	0.2909654879
766	0.2907352732
767	0.2906121135
768	0.2904306053
769	0.2901992982
770	0.2899620905
771	0.2897586823
772	0.2895588679
773	0.2893731749
774	0.2891745744
775	0.2889322598
776	0.2887176065
777	0.2884951858
778	0.2882937738
779	0.2880661677
780	0.2878331409
781	0.2876196107
782	0.2873714637
783	0.2871491553
784	0.2869368902
785	0.2867336309
786	0.286486447
787	0.2863149307
788	0.286112365
789	0.2858884741
790	0.2856820093
791	0.2854742126
792	0.285284033
793	0.2850625575
794	0.284832464
795	0.2846297487
796	0.2844221426
797	0.2841919775
798	0.2839847426
799	0.2837592003
800	0.2835518339
801	0.2833745135
802	0.2831910957
803	0.2829725568
804	0.2827921614
805	0.2825767513
806	0.2823536414
807	0.2821546556
808	0.2819490965
809	0.2817361928
810	0.2815198663
811	0.2813152282
812	0.2810972324
813	0.2809118442
814	0.2806948747
815	0.2805012256
816	0.2802410684
817	0.2800178135
818	0.2797967489
819	0.2795861511
820	0.2794030053
821	0.2791984353
822	0.2789782586
823	0.2787919495
824	0.2786229888
825	0.2784190466
826	0.2782451825
827	0.278024021
828	0.2778403691
829	0.2776415805
830	0.277434102
831	0.2772121935
832	0.2770042452
833	0.2767886905
834	0.2766079999
835	0.2763951838
836	0.2761929743
837	0.2759635423
838	0.2757679972
839	0.2755605494
840	0.2753670022
841	0.2752397278
842	0.275021424
843	0.2748365337
844	0.2746438105
845	0.2744497283
846	0.2742653708
847	0.2740804539
848	0.2738702402
849	0.2736778641
850	0.2734856784
851	0.2732737362
852	0.2730733297
853	0.2728963696
854	0.2726886758
855	0.2724930965
856	0.2722865438
857	0.2720685575
858	0.2719029525
859	0.2716969176
860	0.2714938366
861	0.2713014704
862	0.2711104027
863	0.2709097761
864	0.2707050243
865	0.2705095668
866	0.2703367372
867	0.2701368455
868	0.2699352203
869	0.2697559634
870	0.2695483626
871	0.2693606792
872	0.2691487813
873	0.268993872
874	0.2687881974
875	0.2685789345
876	0.2684343042
877	0.2682343445
878	0.2680313563
879	0.267839573
880	0.267661099
881	0.2674733466
882	0.2672811947
883	0.2671058206
884	0.2669362468
885	0.2667504734
886	0.2665974612
887	0.266440403
888	0.266227204
889	0.2660160012
890	0.2658358514
891	0.2656568611
892	0.2654496832
893	0.2652614482
894	0.2650644224
895	0.2648365528
896	0.2646298238
897	0.2644668714
898	0.2642850076
899	0.2641011742
900	0.2639154439
901	0.2637472894
902	0.2635471438
903	0.2633501625
904	0.2631701983
905	0.2629892266
906	0.2628125808
907	0.2626077328
908	0.2624131549
909	0.2622179867
910	0.262052146
911	0.2618651408
912	0.2616585274
913	0.261498587
914	0.261306762
915	0.2611532962
916	0.2609648722
917	0.2607862861
918	0.2605991046
919	0.2603846536
920	0.2602013809
921	0.2600099662
922	0.2598274328
923	0.2596496768
924	0.2594444192
925	0.2592840377
926	0.2590869904
927	0.2589154863
928	0.2587277743
929	0.2585266354
930	0.2583388302
931	0.2581586732
932	0.2579916738
933	0.257803181
934	0.2576120789
935	0.2574349081
936	0.2572431466
937	0.257067657
938	0.2569133715
939	0.2567427194
940	0.2565521113
941	0.2563660769
942	0.2561856898
943	0.2559904361
944	0.2558103483
945	0.2556378807
946	0.2554561832
947	0.2552834689
948	0.2550962007
949	0.254914993
950	0.254739018
951	0.2545654475
952	0.254384062
953	0.2542167492
954	0.2540200196
955	0.2538347877
956	0.2536157156
957	0.25342829
958	0.2532771339
959	0.253099637
960	0.2529381674
961	0.252787783
962	0.2526356122
963	0.2524577479
964	0.2522786475
965	0.252100093
966	0.2519134874
967	0.2517482817
968	0.2515497199
969	0.2513703514
970	0.2511710608
971	0.2510009697
972	0.2508287319
973	0.2506906079
974	0.2505024174
975	0.2503574727
976	0.2502031698
977	0.2500195832
978	0.2498502389
979	0.2496626709
980	0.2495079206
981	0.2493105432
982	0.2490993511
983	0.2489479849
984	0.2487629685
985	0.2485904432
986	0.2483884195
987	0.248192686
988	0.2479940924
989	0.247816649
990	0.2476721802
991	0.2475023277
992	0.2473390264
993	0.2471819385
994	0.2470163636
995	0.2467980361
996	0.2466061637
997	0.2464387766
998	0.2462711224
999	0.246086341
